emotion,gender,age,isView,isImpression,dwellTime,mask,sessionTime,zoneId,direction,deviceId,timestamp,deviceName,attentionTime
DISGUST,MALE,28.46153846153846,0,13,0.1851801797747612,0,1.472438972729903,,,d5ed0f392a414,2023-09-15 00:00:00,CERTUS Surco,0.1851801797747612
NEUTRAL,FEMALE,25.79545454545454,75,132,2.4797734001385314,0,6.8319707548979567,,,d5ed0f392a414,2023-09-15 00:00:00,CERTUS Surco,2.4797734001385314
FEAR,FEMALE,27.222222222222225,22,63,1.3768676173132961,0,7.2418835929461887,,,d5ed0f392a414,2023-09-15 00:00:00,CERTUS Surco,1.3768676173132961
,,0,959,24778,2.2093665707005128,415,6.9952840414191435,,,d5ed0f392a414,2023-09-15 00:00:00,CERTUS Surco,2.2093665707005128
FEAR,MALE,28.596774193548388,45,124,1.7961888468973801,0,10.237779879281597,,,d5ed0f392a414,2023-09-15 00:00:00,CERTUS Surco,1.7961888468973801
ANGRY,MALE,27.238317757009348,61,214,1.9894995257224242,0,6.0841382906258659,,,d5ed0f392a414,2023-09-15 00:00:00,CERTUS Surco,1.9894995257224242
HAPPY,MALE,28.193548387096776,20,31,2.9520717806838177,0,10.848636546442586,,,d5ed0f392a414,2023-09-16 00:00:00,CERTUS Surco,2.9520717806838177
,,0,215,14794,2.1136203712455512,62,13.245120307577947,,,d5ed0f392a414,2023-09-16 00:00:00,CERTUS Surco,2.1136203712455512
NEUTRAL,FEMALE,24.722222222222221,27,36,5.3382547553628683,0,13.585956351624594,,,d5ed0f392a414,2023-09-16 00:00:00,CERTUS Surco,5.3382547553628683
FEAR,MALE,28.735294117647058,11,34,1.9220649460330606,0,6.771786454845877,,,d5ed0f392a414,2023-09-16 00:00:00,CERTUS Surco,1.9220649460330606
DISGUST,MALE,26.333333333333332,5,9,2.4037839706454962,0,10.941424681080711,,,d5ed0f392a414,2023-09-16 00:00:00,CERTUS Surco,2.4037839706454962
ANGRY,FEMALE,25.5,17,28,2.6352663843059227,0,12.511833842311589,,,d5ed0f392a414,2023-09-16 00:00:00,CERTUS Surco,2.6352663843059227
SAD,MALE,26.664122137404579,67,131,5.5852747828025242,0,11.015951041956894,,,d5ed0f392a414,2023-09-16 00:00:00,CERTUS Surco,5.5852747828025242
SURPRISED,FEMALE,23,1,6,0.72989200800657272,0,3.5170226395130157,,,d5ed0f392a414,2023-09-16 00:00:00,CERTUS Surco,0.72989200800657272
DISGUST,FEMALE,27,2,2,0.86062759160995483,0,3.7254016995429993,,,d5ed0f392a414,2023-09-16 00:00:00,CERTUS Surco,0.86062759160995483
HAPPY,FEMALE,24.088235294117645,24,34,4.390870350188222,0,7.28131223952069,,,d5ed0f392a414,2023-09-16 00:00:00,CERTUS Surco,4.390870350188222
NEUTRAL,MALE,27.51923076923077,62,104,2.8173097733599253,0,12.587343683609596,,,d5ed0f392a414,2023-09-16 00:00:00,CERTUS Surco,2.8173097733599253
FEAR,FEMALE,25.166666666666668,9,18,5.7365774760643635,0,11.4077777200275,,,d5ed0f392a414,2023-09-16 00:00:00,CERTUS Surco,5.7365774760643635
SURPRISED,MALE,27.307692307692307,2,13,4.2585582832495374,0,7.223597787893735,,,d5ed0f392a414,2023-09-16 00:00:00,CERTUS Surco,4.2585582832495374
SAD,FEMALE,24.076190476190476,73,105,5.1892799699957344,0,9.4898172951879953,,,d5ed0f392a414,2023-09-16 00:00:00,CERTUS Surco,5.1892799699957344
ANGRY,MALE,27.676470588235293,35,68,5.3802440402408438,0,11.421584039049991,,,d5ed0f392a414,2023-09-16 00:00:00,CERTUS Surco,5.3802440402408438
,,0,0,12520,0,,7.5960928006746427,,,d5ed0f392a414,2023-09-17 00:00:00,CERTUS Surco,0
,,0,562,16079,2.6272476209491034,188,8.8334518442583629,,,d5ed0f392a414,2023-09-18 00:00:00,CERTUS Surco,2.6272476209491034
ANGRY,FEMALE,27.69047619047619,19,42,4.7364991616744261,0,10.074055411985944,,,d5ed0f392a414,2023-09-18 00:00:00,CERTUS Surco,4.7364991616744261
SURPRISED,MALE,27.394736842105264,12,38,2.1513105271493687,0,10.436958115351826,,,d5ed0f392a414,2023-09-18 00:00:00,CERTUS Surco,2.1513105271493687
FEAR,MALE,27.663716814159294,50,113,4.04338778488131,0,16.506680492806229,,,d5ed0f392a414,2023-09-18 00:00:00,CERTUS Surco,4.04338778488131
SAD,FEMALE,25.352517985611513,83,139,7.2550909827059158,0,15.467215762721548,,,d5ed0f392a414,2023-09-18 00:00:00,CERTUS Surco,7.2550909827059158
DISGUST,FEMALE,29.2,3,5,5.3856913646062221,0,21.388181996345519,,,d5ed0f392a414,2023-09-18 00:00:00,CERTUS Surco,5.3856913646062221
HAPPY,FEMALE,27.404761904761905,22,42,3.0702965253697974,0,7.793654901640755,,,d5ed0f392a414,2023-09-18 00:00:00,CERTUS Surco,3.0702965253697974
SAD,MALE,26.804545454545462,115,220,4.926034334699164,0,14.360881859876896,,,d5ed0f392a414,2023-09-18 00:00:00,CERTUS Surco,4.926034334699164
FEAR,FEMALE,26.754716981132077,23,53,3.2537001994205639,0,8.3950255501945055,,,d5ed0f392a414,2023-09-18 00:00:00,CERTUS Surco,3.2537001994205639
NEUTRAL,MALE,27.937499999999996,127,208,4.324699688756346,0,13.618371339085012,,,d5ed0f392a414,2023-09-18 00:00:00,CERTUS Surco,4.324699688756346
